3398.723 113.473434 105.81474 1.9950836 2.324795
3402.2986 117.775276 111.01682 2.0413506 2.3680682
3405.8743 122.76093 115.28043 2.2571099 2.4135044
3409.45 126.01589 117.868034 2.2517004 2.438935
3413.026 129.29514 120.88859 2.2680476 2.4669187
3416.6016 135.2286 126.445595 2.5090432 2.5222852
3420.1772 139.90706 131.08144 2.2048995 2.5544589
3423.753 141.0766 132.8748 2.198626 2.5645216
3427.3289 140.69046 132.16568 2.3739634 2.5641785
3430.9045 142.67068 133.0159 2.318138 2.57801
3434.4802 150.10948 140.39047 2.1896257 2.6368232
3438.056 159.82605 150.57635 2.2078617 2.714924
3441.6318 156.14948 146.81157 2.4322355 2.6896737
3445.2075 161.52396 151.78174 2.9085228 2.734073
3448.7832 174.22945 164.13177 2.740731 2.8293762
3452.359 176.19469 165.98842 2.2207148 2.840101
3455.9348 181.73688 171.56409 2.9933197 2.8874018
3459.5105 189.60812 177.93541 2.1301866 2.9340096
3463.0862 191.27507 179.75735 2.2112362 2.9466512
3466.662 195.88312 185.60124 2.8369675 2.9864812
3470.2378 204.80013 194.05798 2.5572984 3.046708
3473.8135 205.60167 193.60007 2.500365 3.05038
3477.3892 208.21808 196.62961 2.6385932 3.070431
3480.965 222.68907 209.76366 2.415039 3.1649632
3484.5408 225.97256 213.19077 2.3780158 3.1872451
3488.1165 226.68042 214.30954 2.5436745 3.1922376
3491.6921 232.84152 219.53304 2.483877 3.2309496
3495.268 233.06248 219.99673 2.5053008 3.2337666
3498.8438 250.02974 236.07655 3.0650322 3.345427
3502.4194 249.41383 235.62529 3.1379774 3.342697
3505.995 253.8717 238.66473 2.4108725 3.3638003
3509.571 260.65475 244.55696 2.4475644 3.4066484
3513.1467 259.5172 244.53192 3.1689212 3.405725
3516.7224 263.8965 248.62279 3.2431045 3.4318657
3520.2983 269.84857 252.985 3.5003078 3.4703856
3523.874 280.5015 262.82135 2.9293656 3.5288846
3527.4497 290.69705 273.07916 2.6618073 3.587054
3531.0254 297.93073 279.58496 3.1513445 3.6330295
3534.6013 304.85428 285.35345 3.2626338 3.6739962
3538.177 312.69434 293.0313 2.92207 3.7158575
3541.7527 318.92307 299.30893 3.171533 3.7508373
3545.3284 325.7633 305.19827 3.2045643 3.789168
3548.9043 341.12064 320.24835 2.7774425 3.87098
3552.48 340.2766 318.14554 2.800017 3.8660011
3556.0557 348.53293 327.3185 2.5100188 3.9087262
3559.6313 357.22488 336.05142 2.302044 3.9540417
3563.2073 362.23376 339.58792 2.789532 3.9826384
3566.783 379.04233 356.6087 3.196705 4.0742464
3570.3586 382.60587 358.792 3.186025 4.090442
3573.9346 390.05334 366.3699 3.0524604 4.1287107
3577.5103 398.4077 373.12665 3.423604 4.1729603
3581.086 410.2917 383.073 3.6465857 4.231934
3584.6616 420.1593 392.1181 3.3666503 4.278822
3588.2375 434.79 406.9635 3.0521498 4.3481946
3591.8132 445.36768 417.13007 2.8604472 4.3975253
3595.389 447.90112 418.4798 3.0804358 4.410156
3598.9646 463.5455 434.1164 3.7587175 4.4886317
3602.5405 466.65158 436.70023 3.295679 4.4996734
3606.1162 462.94986 432.1129 2.9975486 4.4808664
3609.692 484.33795 452.8234 3.1729023 4.5800304
3613.2676 487.19153 456.25745 3.234596 4.5945272
3616.8435 502.3371 469.96365 2.7301943 4.6587534
3620.4192 513.562 480.5414 3.0064244 4.7110095
3623.9949 524.4267 491.38022 3.7578738 4.7628546
3627.5708 542.3707 506.96835 3.1311367 4.836936
3631.1465 535.5995 499.94922 2.367861 4.802355
3634.7222 554.90125 521.0794 3.1474445 4.891134
3638.2979 566.3411 531.247 3.3029063 4.940441
3641.8738 571.74927 535.1044 3.3466666 4.9628572
3645.4495 586.1634 548.45166 3.6281316 5.024728
3649.0251 594.4523 556.6263 3.3998218 5.057594
3652.6008 604.2626 564.7599 2.8743567 5.0952015
3656.1768 617.3918 577.4792 3.0304565 5.1495423
3659.7524 629.0484 589.4965 3.2362645 5.196931
3663.3281 633.0969 594.28143 2.9618387 5.2124076
3666.9038 636.9173 598.29266 2.9489543 5.2284937
3670.4797 654.7479 614.0385 3.212687 5.299831
3674.0554 664.0049 623.07654 3.2788317 5.336416
3677.631 654.36206 613.2424 3.385353 5.2986393
3681.2068 667.62006 626.31396 3.606305 5.3518248
3684.7827 681.23254 640.217 3.6715844 5.406228
3688.3584 689.7984 647.3589 2.9529955 5.4344687
3691.934 693.7601 650.58295 3.2929263 5.451371
3695.51 720.6611 676.4998 3.3106925 5.5531893
3699.0857 739.71674 693.7954 3.8588674 5.6275387
3702.6614 731.4673 687.82355 4.157574 5.5978565
3706.237 743.87396 699.09 3.4747882 5.640089
3709.813 763.263 716.33405 3.5871322 5.7122383
3713.3887 778.18005 730.9022 3.8902113 5.767261
3716.9644 790.97095 742.668 3.250595 5.8105993
3720.54 792.12054 745.4203 3.2926056 5.8156977
3724.116 810.2928 762.9781 3.8609881 5.882508
3727.6917 824.67065 774.53467 3.8237176 5.9325237
3731.2673 822.2665 774.1684 4.029075 5.924985
3734.843 854.3023 804.28345 3.8739872 6.036231
3738.419 868.2807 817.7199 3.5504272 6.082831
3741.9946 886.14484 835.77185 3.824222 6.145127
3745.5703 906.70953 854.86664 3.598701 6.2132816
3749.1462 891.8516 842.5509 3.5755405 6.1636224
3752.722 901.412 849.92096 3.5161102 6.1950216
3756.2976 882.7577 832.1048 3.54572 6.1318274
3759.8733 891.2469 842.28796 3.7972133 6.1621556
3763.4492 919.28174 868.23206 4.0082574 6.257046
3767.025 933.1372 882.1707 4.424374 6.305493
3770.6006 973.6774 920.1003 3.5297616 6.4338946
3774.1763 996.92505 941.10443 3.707408 6.5092273
3777.7522 1024.316 968.7115 4.2328763 6.598995
3781.328 1031.502 971.4732 3.9008415 6.6201086
3784.9036 1028.1289 967.8689 3.9764488 6.609049
3788.4792 1044.8125 986.3137 4.16533 6.6630096
3792.0552 1049.7416 989.4897 4.281907 6.678811
3795.6309 1052.4264 991.15155 4.434452 6.687206
3799.2065 1037.7648 977.3154 3.779046 6.63897
3802.7825 1042.2377 981.15894 4.2436533 6.655058
3806.3582 1041.5308 981.1198 4.2855244 6.6530094
3809.9338 1042.662 980.5888 4.248746 6.6560307
3813.5095 1076.0549 1010.31665 4.6986394 6.7610936
3817.0854 1124.3678 1058.5648 4.406654 6.907357
3820.6611 1160.433 1091.2046 4.0374417 7.0140386
3824.2368 1201.6666 1129.3917 3.948736 7.1349483
3827.8125 1195.0015 1125.8966 4.3477607 7.117712
3831.3884 1225.904 1154.3499 4.3008547 7.2069044
3834.964 1273.4082 1198.4208 3.9332895 7.342632
3838.5398 1282.226 1205.3013 4.5771127 7.369313
3842.1155 1290.8602 1214.7345 4.4266353 7.393334
3845.6914 1287.8057 1210.2538 4.076399 7.3829885
3849.267 1301.6686 1223.4087 4.158455 7.422301
3852.8428 1323.1171 1244.9373 4.442335 7.483441
3856.4187 1322.7861 1242.984 4.257076 7.481746
3859.9944 1260.1178 1183.6652 4.092145 7.3033533
3863.57 1242.0283 1164.9342 3.9362552 7.2515197
3867.1458 1236.1343 1161.0614 4.486867 7.236483
3870.7217 1221.8296 1147.8887 4.430752 7.1952105
3874.2974 1248.1963 1173.0936 4.5517974 7.271739
3877.873 1283.687 1205.1664 4.2880015 7.371622
3881.4487 1353.2253 1268.8557 4.767938 7.566897
3885.0247 1385.2742 1301.006 3.9733112 7.652459
3888.6003 1448.5459 1360.786 4.0216045 7.82242
3892.176 1496.3164 1409.3058 4.760259 7.952358
3895.7517 1523.7819 1430.8354 4.162772 8.021205
3899.3276 1550.7146 1457.7158 4.3998938 8.091542
3902.9033 1543.417 1450.9742 5.0320473 8.075196
3906.479 1549.2244 1455.2014 4.117972 8.086453
3910.0547 1580.5564 1482.7338 5.2966323 8.171148
