3388.5916 0.32221586 0.41545683 0.39859807 0.23203848
3392.1675 0.12858133 0.22443715 0.36750165 0.22289598
3395.7437 0.06229048 0.23571257 0.3508891 0.21905598
3399.3198 -0.0058414736 0.1254589 0.4019566 0.21953726
3402.8958 0.02014952 0.04223261 0.3809792 0.22191514
3406.472 0.24543618 0.2768384 0.17874464 0.22312249
3410.048 0.18886994 0.16686584 0.24809882 0.22281748
3413.624 -0.094504535 -0.11151517 0.37476662 0.22068
3417.2002 -0.06000931 -0.03387729 0.35906667 0.22257596
3420.7764 0.28033492 0.27773124 0.2855064 0.2271022
3424.3523 0.16231807 0.13660786 0.26497915 0.22304164
3427.9285 0.2839129 0.20967531 0.30380207 0.22962734
3431.5044 0.30638316 0.26565436 0.35266662 0.23061167
3435.0806 -0.018658187 0.0134255495 0.35817602 0.21803585
3438.6567 -0.15076034 -0.12304592 0.31550074 0.21225174
3442.2327 0.22654681 0.2879225 0.28947407 0.22386463
3445.8088 0.2953173 0.36761424 0.32363766 0.22688274
3449.385 0.16514468 0.20320904 0.30549866 0.22529605
3452.961 0.22634496 0.22567639 0.20770077 0.22651121
3456.537 0.2936138 0.24632633 0.1739606 0.22640096
3460.1133 0.08154267 -0.026803302 0.27292082 0.2286252
3463.6892 0.2868483 0.3968538 0.29239225 0.22868392
3467.2654 0.275725 0.44359618 0.44060048 0.22719963
3470.8416 0.12901935 0.12481686 0.4915085 0.22951066
3474.4175 0.3064274 0.25878587 0.24638632 0.2319848
3477.9937 0.16336432 0.13065256 0.26996264 0.22542834
3481.5696 0.24658339 0.21323076 0.3696371 0.22832792
3485.1458 0.42956197 0.48534828 0.39661345 0.23406455
3488.722 0.289275 0.34529188 0.33576053 0.2275326
3492.2979 0.118728995 0.03816743 0.3458157 0.22357808
3495.874 0.3870655 0.32256988 0.4723214 0.23806266
3499.4502 0.43789262 0.49417633 0.36223096 0.23435718
3503.0261 0.5651613 0.5903752 0.41533187 0.24081686
3506.6023 0.53612703 0.40953505 0.48093176 0.24367303
3510.1785 0.34338468 0.30756107 0.45449603 0.2337443
3513.7544 0.26399237 0.3883926 0.46783635 0.22913873
3517.3306 0.27414212 0.1581488 0.44916022 0.23385715
3520.9067 0.38158566 0.3633665 0.30001813 0.23079722
3524.4827 0.53717875 0.59025735 0.2915012 0.23420744
3528.0588 0.52318 0.5194939 0.35783833 0.23677973
3531.635 0.3398412 0.34358612 0.4425831 0.23302189
3535.211 0.19210757 0.24966915 0.47852746 0.22816476
3538.787 0.100831404 0.16742283 0.4164785 0.22337717
3542.363 0.07443049 0.2183904 0.51398206 0.22450344
